m_Ap [eV],\epsilon
6.40924401935647e-11,6.794221496876701e-07
6.558685659571449e-11,6.668509198785948e-07
6.7116117674963e-11,6.538733349317909e-07
6.868103588995322e-11,6.42179486249715e-07
7.028244264308367e-11,6.295727841681787e-07
7.192118872221207e-11,6.17356569882257e-07
7.359814475265787e-11,6.058816119724999e-07
7.531420165974391e-11,5.939801938159994e-07
7.70702711421232e-11,5.828007030341603e-07
7.886728615614172e-11,5.71735504311934e-07
8.070620141149523e-11,5.601495637237121e-07
8.258799387844289e-11,5.499506913052757e-07
8.45136633068474e-11,5.386271782720177e-07
8.648423275731744e-11,5.282371966200444e-07
8.850074914473456e-11,5.183060621856722e-07
9.056428379445313e-11,5.077083353755165e-07
9.267593301146902e-11,4.978470049223483e-07
9.483681866285947e-11,4.877903398655208e-07
9.704808877380327e-11,4.779785357392067e-07
9.93109181374982e-11,4.688580141625132e-07
1.0162650893929973e-10,4.590160111957252e-07
1.0399609139541224e-10,4.503571285095161e-07
1.0642092440647268e-10,4.4103090133042645e-07
1.0890229622637328e-10,4.321810861492336e-07
1.1144152514667904e-10,4.2353959537933524e-07
1.1403996019700352e-10,4.147718817194304e-07
1.1669898186171498e-10,4.0656604782021686e-07
1.194200028133535e-10,3.98143633206697e-07
1.2220446866314912e-10,3.9009028616853346e-07
1.250538587290394e-10,3.8243715534082073e-07
1.2796968682159441e-10,3.74224875399413e-07
1.3095350204826704e-10,3.667805537144754e-07
1.3400688963639535e-10,3.590023855887185e-07
1.3713147177539484e-10,3.5177563907513495e-07
1.403289084785876e-10,3.4462977023563673e-07
1.4360089846512636e-10,3.373286723218171e-07
1.4694918006248203e-10,3.306776846552891e-07
1.5037553212997415e-10,3.234029671866088e-07
1.5388177500383495e-10,3.168172765757419e-07
1.57469771464309e-10,3.102087887928828e-07
1.611414277253023e-10,3.036665330308682e-07
1.6489869444710684e-10,2.9758428511303213e-07
1.687435677727379e-10,2.910249954977339e-07
1.7267809038843594e-10,2.851610663924036e-07
1.7670435260889502e-10,2.78992239578263e-07
1.8082449348779555e-10,2.731991205697106e-07
1.850407019542306e-10,2.6749330165156244e-07
1.8935521797562991e-10,2.617023929402226e-07
1.937703337477993e-10,2.5638921611220576e-07
1.9828839491270753e-10,2.5070283194989116e-07
2.0291180180466822e-10,2.454644772497722e-07
2.076430107255779e-10,2.4024184780918885e-07
2.1248453524988872e-10,2.3506048941377262e-07
2.1743894756000843e-10,2.3016498936086998e-07
2.225088798128374e-10,2.2512595580376743e-07
2.2769702553816844e-10,2.2047832830527615e-07
2.3300614106969293e-10,2.1556779373922932e-07
2.3843904700937256e-10,2.1102307734443214e-07
2.439986297259555e-10,2.0641607772516966e-07
2.496878428884332e-10,2.019759998552717e-07
2.555097090352512e-10,1.9766223469459154e-07
2.6146732118010976e-10,1.932799840032783e-07
2.6756384445520507e-10,1.892871086557659e-07
2.7380251779278634e-10,1.8496900132372598e-07
2.801866556459201e-10,1.8101450142123547e-07
2.8671964974937757e-10,1.770562526144875e-07
2.934049709215793e-10,1.7313097097026458e-07
3.0024617090855556e-10,1.6941125640218203e-07
3.0724688427090096e-10,1.6562866598894202e-07
3.1441083031472716e-10,1.6211924456593094e-07
3.217418150676378e-10,1.5841641369211506e-07
3.2924373330077755e-10,1.5505499886237631e-07
3.369205705980274e-10,1.5154635883449628e-07
3.447764054734471e-10,1.4819891117097843e-07
3.5281541153808905e-10,1.4494587422178634e-07
3.610418597173345e-10,1.4168663292867316e-07
3.69460120519931e-10,1.3862171339165146e-07
3.780746663599357e-10,1.3542664544212263e-07
3.868900739327983e-10,1.3258268033261022e-07
3.959110266468467e-10,1.2948764458780773e-07
4.0514231711146556e-10,1.2665225246906755e-07
4.14588849683292e-10,1.2375970175882708e-07
4.242556430717786e-10,1.2099926948808014e-07
4.3414783300551014e-10,1.1827886185984185e-07
4.442706749606892e-10,1.1560866379180365e-07
4.5462954695324086e-10,1.130482094726401e-07
4.6522995239601993e-10,1.1041720119236987e-07
4.760775230226378e-10,1.0802666612131703e-07
4.871780218794641e-10,1.0546985975115067e-07
4.985373463873904e-10,1.0315152181018503e-07
5.101615314749844e-10,1.0071826551823163e-07
5.220567527846986e-10,9.846128580602194e-08
5.342293299538363e-10,9.616638632894694e-08
5.466857299720192e-10,9.396198167513877e-08
5.594325706169389e-10,9.178751681005339e-08
5.72476623970219e-10,8.964245237736858e-08
5.858248200152548e-10,8.758089306731187e-08
5.994842503189421e-10,8.548330375850863e-08
6.134621717992519e-10,8.352085137250735e-08
6.277660105806513e-10,8.147313729741174e-08
6.424033659394204e-10,7.95877184937435e-08
6.573820143409599e-10,7.758767157890761e-08
6.72709913571235e-10,7.576469801590214e-08
6.88395206964551e-10,7.380645900076797e-08
7.044462277299051e-10,7.202264557382772e-08
7.20871503378215e-10,7.010839618867192e-08
7.376797602527746e-10,6.834297718200315e-08
7.548799281653447e-10,6.646209393928722e-08
7.724811451403416e-10,6.469404220395973e-08
7.904927622696436e-10,6.284638695195564e-08
8.089243486805955e-10,6.103910564456152e-08
8.277856966198489e-10,5.9232809667258635e-08
8.470868266557419e-10,5.734796167525607e-08
8.668379930019792e-10,5.5519669032235295e-08
8.870496889654421e-10,5.361110204390399e-08
9.077326525210242e-10,5.1660024427489715e-08
9.288978720164516e-10,4.9695655347463896e-08
9.50556592010121e-10,4.7698006055325555e-08
9.727203192450557e-10,4.5681494078791755e-08
9.954008287621539e-10,4.297455918906294e-08
1.0186101701559773e-09,4.158756495591998e-08
1.0423606739764032e-09,4.0020988109773585e-08
1.066664958279541e-09,3.839801834283327e-08
1.0915359353313933e-09,3.7114698930567914e-08
1.116986818467825e-09,3.615751624732913e-08
1.143031129114481e-09,3.5564031098761004e-08
1.169682703970387e-09,3.5147488018703196e-08
1.1969557023590453e-09,3.485112004787721e-08
1.2248646137509333e-09,3.464374833210039e-08
1.253424265461402e-09,3.450411870763268e-08
1.2826498305280626e-09,3.4537271055487226e-08
1.3125568357718455e-09,3.489607134557204e-08
1.3431611700460181e-09,3.5423630215670485e-08
1.3744790926775395e-09,3.575398822623485e-08
1.4065272421052392e-09,3.585193612132856e-08
1.4393226447194094e-09,3.574574813631326e-08
1.4728827239075047e-09,3.551295439275218e-08
1.5072253093107585e-09,3.5187396764201195e-08
1.5423686462966306e-09,3.483122772135211e-08
1.5783314056521196e-09,3.447091316466263e-08
1.615132693503093e-09,3.4172685729117563e-08
1.6527920614648973e-09,3.391101245151487e-08
1.6913295170296504e-09,3.368348189901734e-08
1.7307655341957276e-09,3.345391725152366e-08
1.7711210643450904e-09,3.324855725997452e-08
1.8124175473742395e-09,3.3064679113722444e-08
1.8546769230847014e-09,3.2900590526116595e-08
1.8979216428391033e-09,3.2750996088703837e-08
1.9421746814890284e-09,3.261332766408096e-08
1.987459549580986e-09,3.2486120614572414e-08
2.0338003058469843e-09,3.236619964033535e-08
2.0812215699863413e-09,3.22278270946612e-08
2.129748535745523e-09,3.212433259709395e-08
2.179406984302958e-09,3.202443335781208e-08
2.230223297965941e-09,3.1913825854180606e-08
2.2822244741869007e-09,3.179747228651246e-08
2.3354381399064818e-09,3.1678450575702233e-08
2.389892566231053e-09,3.155640132151522e-08
2.445616683452449e-09,3.142951754825096e-08
2.502640096417922e-09,3.11658364646414e-08
2.560993100258462e-09,3.121596227211681e-08
2.6207066964838553e-09,3.110373558433737e-08
2.6818126094530182e-09,3.093315869489035e-08
2.7443433032283683e-09,3.0787442581228375e-08
2.8083319988231753e-09,3.067530840999786e-08
2.873812691851069e-09,3.058620514267437e-08
2.9408201705870665e-09,3.051082418431791e-08
3.0093900344497242e-09,3.0443695422088326e-08
3.0795587129142296e-09,3.037586076175485e-08
3.1513634848664826e-09,3.0306325489502664e-08
3.2248424984084455e-09,3.023943796163479e-08
3.3000347911252885e-09,3.017454715666828e-08
3.376980310825095e-09,3.0110107047233946e-08
3.455719936762143e-09,3.004791823134626e-08
3.5362955013550464e-09,2.998618786890146e-08
3.618749812411284e-09,2.9926461997766706e-08
3.703126675869931e-09,2.986703918833976e-08
3.789470919074671e-09,2.9809183531972665e-08
3.877828414589462e-09,2.9751368445147628e-08
3.968246104569486e-09,2.9695224269959135e-08
4.060772025700369e-09,2.9640163109279815e-08
4.15545533471888e-09,2.9586073287686003e-08
4.252346334528686e-09,2.953264507750401e-08
4.351496500925054e-09,2.9479852920603406e-08
4.45295850994266e-09,2.9428601888423937e-08
4.556786265841068e-09,2.9376454518594317e-08
4.663034929742736e-09,2.9326464048155196e-08
4.771760948938751e-09,2.9276111067040973e-08
4.883022086877885e-09,2.9228108069736127e-08
4.996877453854889e-09,2.9179489246589194e-08
5.113387538414332e-09,2.9133579990140583e-08
5.2326142394866675e-09,2.9087335986594657e-08
5.354620899273613e-09,2.9040791987777627e-08
5.479472336900293e-09,2.8995954149836564e-08
5.607234882852039e-09,2.8951765417815487e-08
5.73797641421414e-09,2.890923414702389e-08
5.8717663907332614e-09,2.8857450717187855e-08
6.008675891719693e-09,2.8807402508778896e-08
6.148777653810029e-09,2.8761048539583308e-08
6.29214610961035e-09,2.8712916429077305e-08
6.4388574272404256e-09,2.8683184437344818e-08
6.588989550799957e-09,2.8661392795553676e-08
6.742622241778349e-09,2.8630086226903017e-08
6.899837121430025e-09,2.863812965474283e-08
7.06071771413778e-09,2.8688693542825102e-08
7.225349491787221e-09,2.881019585344914e-08
7.393819919175873e-09,2.9017835995448948e-08
7.566218500481063e-09,2.93300436406043e-08
7.742636826811278e-09,2.975944328170959e-08
7.923168624866262e-09,3.0243244891195247e-08
8.107909806731695e-09,3.0606362054969843e-08
8.296958520834916e-09,3.0742135894765734e-08
8.490415204088756e-09,3.059816783997195e-08
8.688382635251193e-09,3.016478779622016e-08
8.890965989529168e-09,2.953686941450857e-08
9.098272894455568e-09,2.890341236870115e-08
9.310413487069086e-09,2.827463122032662e-08
9.5275004724273e-09,2.78095897483689e-08
9.749649183484097e-09,2.7494061774732542e-08
9.976977642363211e-09,2.7252096294319186e-08
1.0209606623060476e-08,2.7089035702507335e-08
1.0447659715608052e-08,2.6978756752792003e-08
1.0691263391734772e-08,2.690153203975801e-08
1.0940547072057435e-08,2.6839593073074585e-08
1.1195643194838794e-08,2.6790641499916383e-08
1.1456687286348727e-08,2.6746664322520202e-08
1.1723818032865998e-08,2.6710446260195325e-08
1.1997177354358856e-08,2.6675522137547553e-08
1.2276910479883604e-08,2.6640236410014853e-08
1.2563166024741215e-08,2.661012166711901e-08
1.2856096069432965e-08,2.6578913591397012e-08
1.3155856240457052e-08,2.6548412515318036e-08
1.346260579298911e-08,2.651742014377051e-08
1.377650769549055e-08,2.6487273604911562e-08
1.4097728716289677e-08,2.645910196885203e-08
1.4426439512181589e-08,2.6432822485033828e-08
1.4762814719093913e-08,2.6404850433836778e-08
1.5107033044866556e-08,2.637694763652777e-08
1.5459277364194784e-08,2.6350323552406077e-08
1.5819734815786014e-08,2.632446456109451e-08
1.618859690178199e-08,2.6300576406914342e-08
1.656605958949915e-08,2.627386893225881e-08
1.6952323415541214e-08,2.624920122593358e-08
1.7347593592339325e-08,2.6224104834162474e-08
1.775208011717636e-08,2.6197537386243333e-08
1.8165997883753286e-08,2.6176358359857008e-08
1.8589566796356882e-08,2.6151648681931226e-08
1.902301188668946e-08,2.612955379139869e-08
1.946656343342263e-08,2.610650806232861e-08
1.992045708453871e-08,2.6079280002233624e-08
2.038493398252464e-08,2.6054815022114655e-08
2.086024089248505e-08,2.6028509649772996e-08
2.1346630333242455e-08,2.600379385140535e-08
2.1844360711494285e-08,2.5978561564140747e-08
2.2353696459097964e-08,2.595467237288034e-08
2.287490817355704e-08,2.593131032348562e-08
2.3408272761782943e-08,2.590869048704299e-08
2.3954073587208794e-08,2.5884267642988637e-08
2.4512600620333397e-08,2.5861374486146754e-08
2.508415059277541e-08,2.5840990223738763e-08
2.566902715491952e-08,2.581977535613791e-08
2.6267541037238384e-08,2.5795133615978373e-08
2.6880010215376076e-08,2.5774625521029213e-08
2.7506760079080676e-08,2.5753852189374808e-08
2.8148123605075813e-08,2.5735809761329116e-08
2.8804441533962978e-08,2.5715702265847605e-08
2.9476062551248584e-08,2.569637507511367e-08
3.016334347259197e-08,2.5675382235662743e-08
3.0866649433372746e-08,2.5657782958257996e-08
3.158635408267819e-08,2.5636059339599885e-08
3.232283978181381e-08,2.5620140576839547e-08
3.307649780744242e-08,2.5599549094821996e-08
3.384772855945983e-08,2.558548903980554e-08
3.463694177371734e-08,2.5566769530567352e-08
3.544455673970436e-08,2.5555106608172975e-08
3.6271002523306486e-08,2.55332809071901e-08
3.711671819475767e-08,2.5513351311094768e-08
3.798215306190736e-08,2.550025971341508e-08
3.8867766908926676e-08,2.548590544893635e-08
3.9774030240580365e-08,2.547009043156063e-08
4.070142453219439e-08,2.5454902810770796e-08
4.165044248545185e-08,2.543958248224476e-08
4.262158829015325e-08,2.5425940972440655e-08
4.361537789208006e-08,2.5409525747457353e-08
4.4632339267103976e-08,2.5396535196411872e-08
4.567301270168747e-08,2.538064086579533e-08
4.673795107992464e-08,2.536894476281657e-08
4.782772017727485e-08,2.5353247218850584e-08
4.8942898961145316e-08,2.5340938902941015e-08
5.008407989848212e-08,2.532762248992892e-08
5.1251869270533326e-08,2.5316414607742394e-08
5.244688749495119e-08,2.5302402681075198e-08
5.366976945540476e-08,2.5290766688873668e-08
5.492116483887789e-08,2.5275020586709616e-08
5.620173848083188e-08,2.526403739605206e-08
5.7512170718416136e-08,2.525000555678865e-08
5.885315775191451e-08,2.5242283115453327e-08
6.022541201461928e-08,2.523277982631299e-08
6.162966255132943e-08,2.5220945079507995e-08
6.306665540567405e-08,2.5209042583819604e-08
6.453715401646702e-08,2.520146070487538e-08
6.604193962330306e-08,2.5188723389191985e-08
6.75818116816111e-08,2.5176308709247632e-08
6.915758828738525e-08,2.5167740098842247e-08
7.077010661181889e-08,2.5153589604956446e-08
7.242022334607315e-08,2.5146211727820634e-08
7.41088151564157e-08,2.5138207756297547e-08
7.58367791499719e-08,2.512120767740632e-08
7.760503335133571e-08,2.5113361275968066e-08
7.94145171902934e-08,2.5104787175173432e-08
8.126619200091946e-08,2.5093644900321486e-08
8.316104153230961e-08,2.508593082242385e-08
8.510007247122247e-08,2.5072798679513296e-08
8.708431497690724e-08,2.506921346476709e-08
8.911482322840202e-08,2.5055778334824575e-08
9.119267598459298e-08,2.5046026218196928e-08
9.331897715733239e-08,2.5036470925087577e-08
9.549485639791967e-08,2.502986721256923e-08
9.772146969725725e-08,2.5018675580484185e-08
1e-07,2.5006165399066807e-08
